Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1992-08-28;5,5;21,7;60,3;1,8;
1992-08-29;6,3;22;59,8;2,7;
1992-08-30;7,6;19,6;68,3;3,3;
1992-08-31;5,1;20,4;61,5;2,9;
1992-09-01;6,7;20,3;59,8;2,2;
1992-09-02;6,9;20,7;55,5;2,7;
1992-09-03;3,7;22,7;57,8;1,4;
1992-09-04;6;22,3;70,8;2,3;
1992-09-05;4,4;20,6;81,8;2,7;
1992-09-06;3,6;18,7;90;,7;
1992-09-07;1,2;17;82;1,9;
1992-09-08;3,1;18,6;67;2,5;
1992-09-09;5,7;18,6;54,8;2,6;
1992-09-10;6;18,1;54,8;2,7;
1992-09-11;7,4;17,6;61,8;2,4;
1992-09-12;6;15,4;80,3;2,4;
1992-09-13;3,8;18,6;62,5;2,8;
1992-09-14;5,6;19,2;70,5;3,2;
1992-09-15;5,6;19,1;72;2,8;
1992-09-16;5,2;20,3;77,3;1,9;
1992-09-17;3,5;18,3;91,3;,9;
1992-09-18;,9;19,6;85,8;,8;
1992-09-19;2,3;20;77,5;1,5;
1992-09-20;2,7;19,7;78,8;3,3;
1992-09-21;4,2;19,6;74;3,2;
1992-09-22;4,9;20,5;61,5;3,2;
1992-09-23;6,1;21,2;66,5;3;
1992-09-24;5,7;21,8;63,3;2,9;
1992-09-25;6,2;23,2;62,8;2,4;
1992-09-26;4,9;20,2;88,8;1,6;
1992-09-27;2,1;18,2;93;1,7;
1992-09-28;,8;21;74;1,3;
1992-09-29;3,6;19,8;73,5;2,6;
1992-09-30;4,5;20,1;71,3;2,6;
1992-10-01;4,9;20,3;68,8;2,8;
1992-10-02;4,6;19,7;87,5;1,5;
1992-10-03;1,5;20,1;85;1,1;
1992-10-04;1,5;22;72,3;1,5;
1992-10-05;4,5;19,6;76,5;3;
1992-10-06;3,7;20,3;75,5;1,8;
1992-10-07;3,3;22,4;63,8;2,2;
1992-10-08;5,4;19,7;85,5;1,1;
1992-10-09;1,6;19;82;2,7;
1992-10-10;2,6;17,1;73,3;4,8;
1992-10-11;3,8;19,4;75;2,3;
1992-10-12;3,6;21;72,5;1,4;
1992-10-13;2,7;23,2;66;1,7;
1992-10-14;4,7;21,4;75,3;2,4;
1992-10-15;4,9;22;67;2,9;
1992-10-16;5,3;23,1;66;2,2;
1992-10-17;6,5;23,8;50,5;2,6;
1992-10-18;8,1;24,1;50,8;2;
1992-10-19;7,9;24,7;51,3;1,3;
1992-10-20;7,5;25,2;56,5;2,2;
1992-10-21;7,7;22,9;69,5;2,6;
1992-10-22;4,6;20,9;80,8;2,3;
1992-10-23;3,4;21,1;75,5;1,9;
1992-10-24;3,6;21,5;76;2,2;
1992-10-25;4,3;22,3;65;2,1;
1992-10-26;5,4;22,4;65,3;2;
1992-10-27;5,4;22,9;69,5;1,8;
1992-10-28;3,7;21,1;84,8;,6;
1992-10-29;1,4;21,5;86,8;1,5;
1992-10-30;1,5;22;87,3;1,3;
1992-10-31;1,6;21,8;91;,8;
1992-11-01;1,4;22,1;81,8;1,4;
1992-11-02;2;20,5;94,8;1,6;
1992-11-03;,5;21;82,8;1,7;
1992-11-04;2;21,1;90,3;1,3;
1992-11-05;1;18,4;91,3;2,7;
1992-11-06;1,7;17,3;90;1,9;
1992-11-07;1,8;18,2;85,3;2,5;
1992-11-08;2,5;20,9;81,5;1,9;
1992-11-09;3;20;79,3;,4;
1992-11-10;2,1;21,4;81;1,5;
1992-11-11;3;22,6;76;2,2;
1992-11-12;3,3;22,8;70;2;
1992-11-13;4,1;22,8;67,3;1,9;
1992-11-14;4,6;24,5;55,8;1,4;
1992-11-15;5,4;24,3;60;1,4;
1992-11-16;7,2;25,3;56,3;1,7;
1992-11-17;5,8;23,1;75,8;2;
1992-11-18;3;22,1;77;2;
1992-11-19;3,5;22,9;71,5;2,2;
1992-11-20;4;23,2;64,3;2;
1992-11-21;4,9;22,8;80,3;1,6;
1992-11-22;2,9;23,8;67,3;1,1;
1992-11-23;3,7;24,7;65;1,8;
1992-11-24;5,2;24,2;70,8;2,1;
1992-11-25;4,9;23,6;62,3;1,6;
1992-11-26;4,8;23,6;67;1,2;
1992-11-27;5,3;21,1;74;2,4;
1992-11-28;6,1;19,4;73,8;3,2;
1992-11-29;3,7;20;65,8;2,6;
1992-11-30;5,8;20,8;63;2,1;
1992-12-01;6,1;20,5;84;1,8;
1992-12-02;1,9;20,8;88,3;1;
1992-12-03;1,4;22,5;72,5;1,3;
1992-12-04;3,3;22,2;77;1,6;
1992-12-05;4,1;22,3;73,8;2,5;
1992-12-06;4,3;23,6;60,5;2,3;
1992-12-07;4,2;22,4;72,3;1,9;
1992-12-08;3,4;22,5;80,5;1,1;
1992-12-09;3;22,3;69,3;2,5;
1992-12-10;4,9;21,7;88,3;1,6;
1992-12-11;1,7;20,3;96,3;1,5;
1992-12-12;,6;21,4;85,8;1,7;
1992-12-13;2;21,2;70,8;1,5;
1992-12-14;5;20,3;74,8;1,8;
1992-12-15;3,7;22,2;65;1,8;
1992-12-16;4,3;22;78,5;1,2;
1992-12-17;2,7;20,5;89,5;,9;
1992-12-18;,6;20,2;91;2;
1992-12-19;,8;21,6;87;,6;
1992-12-20;1,6;21,1;83;1,6;
1992-12-21;1,9;23,1;69,8;1,1;
1992-12-22;4;23,9;71;2,1;
1992-12-23;5,2;23,6;60,3;2,1;
1992-12-24;7;22,7;51,8;2,6;
1992-12-25;6,3;24,5;52;1,6;
1992-12-26;5,5;21,1;82;1,1;
1992-12-27;1,9;20;88,8;1;
1992-12-28;1,5;21,5;83,3;,8;
1992-12-29;1,8;20,5;88,5;,3;
1992-12-30;1,2;22,2;70;1,8;
1992-12-31;5,1;23,9;56,5;1,9;
1993-01-01;6,9;24,6;61;1,7;
1993-01-02;6,9;26,4;50,3;1,6;
1993-01-03;6,2;23,8;71,3;3;
1993-01-04;4,3;22,5;80,5;1,8;
1993-01-05;2,4;21,1;84,5;,8;
1993-01-06;1,9;20,6;93;1,4;
1993-01-07;1,3;22,7;85,5;1,3;
1993-01-08;2,7;23;70,3;2,2;
1993-01-09;1,9;22,2;76,3;1,7;
1993-01-10;2,8;23,6;61,8;1,7;
1993-01-11;5,1;24,7;60,3;1,1;
1993-01-12;4,8;24,8;63;1,9;
1993-01-13;6,1;24,9;52;3;
1993-01-14;8,4;23,7;57,8;2,7;
1993-01-15;7,5;24,8;55;1,9;
1993-01-16;5,8;23,9;70,5;1,3;
1993-01-17;5;23,3;71,3;2,9;
1993-01-18;3,5;22;73,5;1,6;
1993-01-19;2,5;20,9;87,3;1,1;
1993-01-20;1,9;22;88,5;1,4;
1993-01-21;2,3;22,4;82,8;1,5;
1993-01-22;2,8;21,1;91,5;1,4;
1993-01-23;1,5;21,6;84,5;,8;
1993-01-24;1,5;23,3;71,8;1,1;
1993-01-25;5,2;23,9;56,8;2;
1993-01-26;6,6;24,8;54,8;1,8;
1993-01-27;5,8;25;60,3;2,1;
1993-01-28;6,2;24,2;59,8;2;
1993-01-29;6;24,6;67;2,1;
1993-01-30;6,4;24,8;51,5;2,2;
1993-01-31;9,3;24,8;56,3;2,6;
1993-02-01;7,3;24,2;60;1,4;
1993-02-02;7;24,1;60,5;1,9;
1993-02-03;5,7;21,4;88;1,3;
1993-02-04;2,3;21,8;85,3;1,8;
1993-02-05;1,6;21,3;93;,8;
1993-02-06;2,4;22,7;76,8;1,6;
1993-02-07;3,5;24,4;68,5;1,6;
1993-02-08;4,2;22,9;78,8;,9;
1993-02-09;3,3;25,1;60;2,2;
1993-02-10;6;24,2;75,5;1,8;
1993-02-11;4,1;23,8;65;1,7;
1993-02-12;4,9;22,4;75,3;1,7;
1993-02-13;2,8;21,2;82,3;1,7;
1993-02-14;2,7;20,6;96;1,1;
1993-02-15;1,2;20,3;89,3;1,3;
1993-02-16;1,3;22;70,8;2,4;
1993-02-17;4,9;23,6;62;3;
1993-02-18;6,4;23,5;65,5;2,4;
1993-02-19;7;22,9;64,8;2,9;
1993-02-20;6,1;24,2;61;2,4;
1993-02-21;5,9;25,3;61,5;2,1;
1993-02-22;4,6;23,5;77,5;,8;
1993-02-23;3,5;23,7;67,5;1,4;
1993-02-24;4,1;22,7;75,8;1,1;
1993-02-25;3,5;22,7;75,8;2,1;
1993-02-26;3,3;22,7;78;1,6;
1993-02-27;3;23,7;70,3;,9;
1993-02-28;4,1;23,2;73,8;1,6;
1993-03-01;3,1;22,9;71;1,9;
1993-03-02;4,1;23,3;72,5;,9;
1993-03-03;4,1;24;59,5;2,4;
1993-03-04;8,4;23,9;58,5;1,2;
1993-03-05;6;24,1;55,5;2,4;
1993-03-06;7,9;23,7;59,8;2,2;
1993-03-07;6;25,1;53;,7;
1993-03-08;6,7;26,6;47,3;,9;
1993-03-09;6,8;25,2;64,8;,6;
1993-03-10;4,6;25,9;60;1,6;
1993-03-11;5,4;25,5;68,3;1,4;
1993-03-12;3,6;23,6;71;2,4;
1993-03-13;2,9;24,2;68;1,3;
1993-03-14;4,3;23,4;63;1,6;
1993-03-15;5,4;22,6;78,8;1,5;
1993-03-16;3,4;23,9;63,8;2;
1993-03-17;5;24,6;65;1,7;
1993-03-18;5,4;25,3;64,5;1,6;
1993-03-19;5;24;63,8;1,5;
1993-03-20;5,5;24,7;64,5;1,5;
1993-03-21;4,7;21,9;73,8;2,5;
1993-03-22;4,5;23,3;63,5;2,5;
1993-03-23;5,7;23,7;68,5;1,9;
1993-03-24;4,8;24,4;60,8;2,2;
1993-03-25;5,8;24,5;66;1,2;
1993-03-26;4,6;24,5;64,3;1,4;
1993-03-27;5,2;24,8;62,8;2,7;
1993-03-28;6,5;24;65,5;1,6;
1993-03-29;6,9;24,1;65,5;1,5;
1993-03-30;5;23,6;75,3;1,1;
1993-03-31;3,7;23,7;75;,9;
1993-04-01;4,3;23,2;79;1,8;
1993-04-02;2,7;21,7;93;1;
1993-04-03;1,3;22,2;78;1,2;
1993-04-04;2,4;22;85;,9;
1993-04-05;2,2;22,6;75,8;2;
1993-04-06;2,5;24,2;71,5;2,1;
1993-04-07;3,2;23,2;80,5;,5;
1993-04-08;2,3;23,4;81,3;,9;
1993-04-09;2,1;22,8;79;1,9;
1993-04-10;3,1;22,3;77,5;2,6;
1993-04-11;5;20;91,3;2;
1993-04-12;1,7;20,5;75,3;2,7;
1993-04-13;2;21,9;74;1,5;
1993-04-14;3,1;23,3;69,3;1;
1993-04-15;4;24,5;63;1,6;
1993-04-16;3;21,8;72,5;,7;
1993-04-17;4,6;22,3;72;1,8;
1993-04-18;4,4;23;68,5;1,7;
1993-04-19;4,6;23,4;65,3;2,4;
1993-04-20;5;23,3;65;1,9;
1993-04-21;6;23;59,8;1,8;
1993-04-22;5,1;22,5;64,5;2,2;
1993-04-23;6,3;22,8;62,5;2,6;
1993-04-24;3,6;22,7;67,5;,8;
1993-04-25;4;22,8;61,8;1,7;
1993-04-26;4,5;22,8;56,5;2;
1993-04-27;5,5;22,6;68;2,4;
1993-04-28;5,4;21,7;63,8;2,5;
1993-04-29;5,5;21,9;67,3;2;
1993-04-30;6;21,4;71;1,7;
1993-05-01;4,4;21,7;67,3;,9;
1993-05-02;4,9;21,5;70,3;1,8;
1993-05-03;3,7;21,3;78,8;,7;
1993-05-04;2,2;21,3;74,3;1,1;
1993-05-05;2,3;20;86;1,4;
1993-05-06;1,5;22,1;67,5;2,4;
1993-05-07;5;21,5;66;1,1;
1993-05-08;5,6;20,3;60,8;2,1;
1993-05-09;5,7;20,7;62,5;2;
1993-05-10;4,7;19,8;54,5;1,9;
1993-05-11;5;20,2;62,3;1,5;
1993-05-12;4,7;20,6;55,8;1,2;
1993-05-13;4,7;21,8;58;1,7;
1993-05-14;4,9;23,2;59;3;
1993-05-15;5,1;20,4;70,8;2,1;
1993-05-16;3,5;18,2;81,5;1,7;
1993-05-17;2,5;18;79,5;2,1;
1993-05-18;4;17,6;77,5;1,9;
1993-05-19;2,8;18,1;67,8;2;
1993-05-20;4,6;17,8;64;2,5;
1993-05-21;1,9;17,5;65;2,3;
1993-05-22;5,2;18,3;58,3;2;
1993-05-23;4,8;17,9;61,5;1,5;
1993-05-24;4,9;18;64,3;1,6;
1993-05-25;4,9;19,6;63;1,7;
1993-05-26;3,5;20;60;1,1;
1993-05-27;3,9;20,1;51,3;2,2;
1993-05-28;5,4;20,1;62,3;1,2;
1993-05-29;5;18,3;75,3;2,7;
1993-05-30;3,8;19,2;71,8;2;
1993-05-31;3,6;19;76,3;1,2;
1993-06-01;2,3;18,9;76,8;1,1;
1993-06-02;2,3;18,8;73,8;2,1;
1993-06-03;4,5;18,2;74;2,6;
1993-06-04;3,6;19,3;74,3;2;
1993-06-05;2,8;20;72;2,1;
1993-06-06;3,7;18,6;88,5;1;
1993-06-07;1,7;19,9;72,5;1,9;
1993-06-08;4,6;20;68;2,2;
1993-06-09;3,5;20,5;67,3;1;
1993-06-10;3,5;21,7;64,3;1,4;
1993-06-11;4,7;18,7;77,5;2,4;
1993-06-12;3,6;17,6;76,5;3;
1993-06-13;4,3;15,8;70,5;2,4;
1993-06-14;4,3;16,5;66,5;2,3;
1993-06-15;5,4;16,4;63;2,5;
1993-06-16;4,8;17,9;70,5;2,6;
1993-06-17;4,1;17,7;68,3;2;
1993-06-18;3,4;19,1;57;2;
1993-06-19;3,7;15,9;76,8;1,5;
1993-06-20;2,7;16,5;54,8;2,7;
1993-06-21;4,4;18,2;61;1,4;
1993-06-22;3,8;17,7;63,5;,6;
1993-06-23;3,3;17,9;59;,8;
1993-06-24;4,5;18,8;50,3;,9;
1993-06-25;4,8;18,9;50,3;1,2;
1993-06-26;6,2;18,7;71;1,8;
1993-06-27;4,4;19,2;59,3;1,2;
1993-06-28;4;19,3;55,8;1,3;
1993-06-29;4,6;19,7;49;1,6;
1993-06-30;5,2;19,2;58;1,2;
1993-07-01;4,8;19,9;50,5;1,2;
1993-07-02;5,7;21,1;45,3;1,3;
1993-07-03;6,7;22;45,5;1;
1993-07-04;6,9;22,2;47;,7;
1993-07-05;6,9;22,3;46,8;1,2;
1993-07-06;6,6;21,5;44,5;1,2;
1993-07-07;6,7;21,8;44;1,5;
1993-07-08;6,2;20,9;62;1,6;
1993-07-09;5,9;19,9;64,5;2,5;
1993-07-10;5,4;19,9;62,3;2,9;
1993-07-11;5,6;18,9;71,3;1,3;
1993-07-12;3,5;20;65;1,5;
1993-07-13;4,7;21,1;50,8;1,9;
1993-07-14;6,1;20,7;54,3;1,9;
1993-07-15;5,7;20,2;65;1,9;
1993-07-16;5;19,1;65,5;2,2;
1993-07-17;5;18,8;65;2,5;
1993-07-18;5,5;19,7;55,5;1,8;
1993-07-19;5,4;19,7;48,3;2,3;
1993-07-20;6,4;19,9;52,8;1,7;
1993-07-21;4,8;20,4;51,8;1,9;
1993-07-22;6,1;20,4;47;1,8;
1993-07-23;7,5;20,5;45,5;1,4;
1993-07-24;6,2;21,5;46,8;1,3;
1993-07-25;5,4;21,2;48,8;1,2;
1993-07-26;6,4;19,3;69,5;2,2;
1993-07-27;5,1;19;72,8;2,7;
1993-07-28;4,3;18,7;70;3;
1993-07-29;4,5;19,5;63;1,8;
1993-07-30;4,6;19,8;64;1,6;
1993-07-31;3,7;21;60,8;2;
1993-08-01;4,2;21,3;57,5;1,7;
1993-08-02;3,6;21,4;60,5;2,8;
1993-08-03;6,5;20,8;60;2,9;
1993-08-04;5,9;20,7;57,3;2,1;
1993-08-05;6,2;19,9;55,5;2,2;
1993-08-06;6,2;20,1;54,3;2,4;
1993-08-07;5,2;20,4;50,3;2,4;
1993-08-08;6,3;21,3;43,5;1,2;
1993-08-09;6,2;21,8;43,8;1,2;
1993-08-10;6,5;22,5;43,5;1,5;
1993-08-11;7,3;21,2;61,5;1,2;
1993-08-12;5,6;18,7;78,3;2,5;
1993-08-13;4,1;17,8;74;2,8;
1993-08-14;4;18,3;69;2,5;
1993-08-15;5;16,7;76,3;1,9;
1993-08-16;3,8;17;57;2,8;
1993-08-17;4;17,8;65,3;1,9;
1993-08-18;4,8;20;53,3;2,3;
1993-08-19;4,8;18,7;66,8;1,3;
1993-08-20;3,9;18,8;71,3;1,4;
1993-08-21;3,5;16,9;84;2,1;
1993-08-22;3,5;16;70,3;3,5;
1993-08-23;3,9;15,9;73,5;2,8;
1993-08-24;3,6;16,4;82,3;1,6;
1993-08-25;2,1;20;63,3;1,3;
1993-08-26;4,1;22;45,8;2;
1993-08-27;6,8;23,5;37,8;1,8;
1993-08-28;7;23,8;40;2;
1993-08-29;8;24,2;35,8;1,4;
1993-08-30;8,3;24,3;31,8;,8;
1993-08-31;8,7;25,2;33,3;2,3;
1993-09-01;8,6;25,3;26,5;1,8;
1993-09-02;13,5;23,3;41,3;2,4;
1993-09-03;9,5;24,3;43;1,5;
1993-09-04;10,4;21,5;63;2,6;
1993-09-05;6,6;23,4;49;,8;
1993-09-06;6,3;25,7;37,3;1,2;
1993-09-07;6,7;26,9;null;2;
1993-09-08;12,5;26,8;null;1,9;
1993-09-09;13,1;25;44,3;2,5;
1993-09-10;null;24,6;52,5;2,2;
1993-09-11;8,4;21,3;59,5;2,8;
1993-09-12;5;18,6;68,5;3,2;
1993-09-13;4,8;19,4;46,3;2,5;
1993-09-14;7,6;18,3;53,8;2,9;
1993-09-15;4,2;19,4;53;2,1;
1993-09-16;6,5;21,1;57,3;1,6;
1993-09-17;6;23,3;50,3;2,4;
1993-09-18;6,5;23,5;36,5;1,3;
1993-09-19;7,5;25,8;42,8;1,2;
1993-09-20;,5;27,1;41,3;1,6;
1993-09-21;8,9;23,8;null;2,2;
1993-09-22;6,1;23,9;66;1,2;
1993-09-23;5;22,7;76,8;1,7;
1993-09-24;2,5;21,2;79,8;1,4;
1993-09-25;2,3;22,8;64,3;3,2;
1993-09-26;6,2;21;62,8;2,9;
1993-09-27;5,3;20;75,5;1,1;
1993-09-28;2,5;23,5;60;1,4;
1993-09-29;5,1;20,6;77;1,6;
1993-09-30;2,7;21,7;72,8;2;
1993-10-01;4;23,8;63,5;1,7;
1993-10-02;5,7;22,5;78,3;1,2;
1993-10-03;3;25,3;54,8;2;
1993-10-04;5,5;26,1;57;2,1;
1993-10-05;5,6;21,7;89,3;1,4;
1993-10-06;,9;20,7;78,8;2;
1993-10-07;3,4;18,4;47,3;3;
1993-10-08;5,9;18,5;54,5;2,5;
1993-10-09;7,2;19,6;50,3;1,9;
1993-10-10;8,6;21,6;47;2,3;
1993-10-11;8,5;22,2;49,3;2,3;
1993-10-12;8,5;22,7;49;2,8;
1993-10-13;9;22,6;52,3;1,7;
1993-10-14;8;23,3;53;3,3;
1993-10-15;9,4;24;49,8;2,3;
1993-10-16;8,4;23,1;62,3;2;
1993-10-17;7,2;23,2;54,3;1,9;
1993-10-18;7,4;24,4;53;1,9;
1993-10-19;7,1;24,6;47,3;2,5;
1993-10-20;9,6;24,5;50,3;2,5;
1993-10-21;9;25,4;55;1;
1993-10-22;8,6;27,3;46,8;2;
1993-10-23;7,7;26,4;57,5;1,1;
1993-10-24;6,6;24,3;71,3;2,5;
1993-10-25;5;23,4;69;1,7;
1993-10-26;3,7;22,7;84;2,4;
1993-10-27;2,5;21,7;74;2,9;
1993-10-28;4,2;19,3;75;2,9;
1993-10-29;4,5;20,3;69,3;2,2;
1993-10-30;6,1;21,3;62,5;2;
1993-10-31;6,2;23,4;58,3;1,6;
1993-11-01;6;26,2;50,3;,7;
1993-11-02;7,2;25,9;59;2,2;
1993-11-03;7,4;20,9;68,5;1,9;
1993-11-04;2,7;22,4;60,3;2,1;
1993-11-05;6,1;23,5;59;1,7;
1993-11-06;6,4;25,4;53;2,1;
1993-11-07;5;23,7;68,5;1;
1993-11-08;3,8;22,2;74,8;1,2;
1993-11-09;3,5;23;67,3;3;
1993-11-10;5,7;21;70,3;2,5;
1993-11-11;5,3;22,2;54,8;3,5;
1993-11-12;7,7;22,7;51,8;3,3;
1993-11-13;10;22,8;52;1,9;
1993-11-14;7,8;23,9;53,3;2,2;
1993-11-15;7,6;25,9;43,3;2,2;
1993-11-16;9,5;26,4;44,8;1,9;
1993-11-17;9;26,9;52,8;1,3;
1993-11-18;6,5;25,6;70;2,1;
1993-11-19;4,7;25;68;1,3;
1993-11-20;5;22,5;82,3;1,9;
1993-11-21;3,4;23,4;71,8;2,4;
1993-11-22;5;23,3;67,3;1,9;
1993-11-23;6;24;61,3;2,2;
1993-11-24;5,7;24;62,5;2,4;
1993-11-25;6,7;24,9;64;1,9;
1993-11-26;4,8;21,3;86;1,1;
1993-11-27;2,5;21,5;93;2,1;
1993-11-28;1;23,2;72,5;3;
1993-11-29;3,8;25,9;49,8;1,6;
1993-11-30;7,8;26,7;53,3;2;
1993-12-01;7,6;25,6;61,5;2,4;
1993-12-02;5,6;26,2;62;2,1;
1993-12-03;6,6;22,7;81,8;1,7;
1993-12-04;4,4;23,8;59,3;2,5;
1993-12-05;5,8;22;73,3;1,9;
1993-12-06;6;23,8;59,5;2;
1993-12-07;7,1;23,8;56,5;2,1;
1993-12-08;6,4;25,6;54,3;1,8;
1993-12-09;5,5;23,4;70,8;1,3;
1993-12-10;4;23,2;78,3;2,7;
1993-12-11;2;20,8;92,8;,9;
1993-12-12;1,8;22,2;75,5;,8;
1993-12-13;3,2;23,8;64,5;1,6;
1993-12-14;5,1;24,2;68,8;2,2;
1993-12-15;5,8;24,4;64,8;1,4;
1993-12-16;4,7;25,8;66;2,4;
1993-12-17;4,9;24,2;80,8;1,7;
1993-12-18;3,3;23,1;74;1,3;
1993-12-19;2,8;21,2;89,5;,9;
1993-12-20;1,2;21,7;91,8;1;
1993-12-21;1,1;20,4;77,8;1,5;
1993-12-22;2,7;18,1;83,8;2,2;
1993-12-23;2,6;17;89;2,5;
1993-12-24;1,5;18,2;87,5;1,6;
1993-12-25;2;20,7;73,8;1,5;
1993-12-26;3,9;22,7;71,5;1,1;
1993-12-27;3,6;21,9;86,5;2,2;
1993-12-28;2;23;76,3;,9;
1993-12-29;3,2;22,6;82,8;1,1;
1993-12-30;1,9;24;75,5;1,1;
1993-12-31;3,5;20,1;89,8;,9;
1994-01-01;1,1;21,2;83,8;,4;
1994-01-02;2;22,1;88,8;,3;
1994-01-03;1,3;21,4;90;1,5;
1994-01-04;1,4;19,4;91,3;,8;
1994-01-05;1,4;20,5;83,5;1,5;
1994-01-06;2,3;22,5;71,3;1,1;
1994-01-07;5,1;22,1;81,5;1,4;
1994-01-08;3,2;22,2;81,5;1;
1994-01-09;2,3;22,1;81;1,3;
1994-01-10;2,1;21,3;95,3;1,9;
1994-01-11;,7;19,8;95,8;1,3;
1994-01-12;,7;21,8;77,8;2,1;
1994-01-13;2,4;21,8;79;1,5;
1994-01-14;2,8;21;84,3;1,7;
1994-01-15;2,3;20,7;88,5;1,8;
1994-01-16;1,8;21,9;81,3;1,5;
1994-01-17;2,1;24,6;65,5;1,4;
1994-01-18;4,9;24,7;68,3;1,8;
1994-01-19;3,7;24,8;70;1,2;
1994-01-20;5,4;23,3;80;1,8;
1994-01-21;3;22,3;83;1,8;
1994-01-22;2,6;23,3;80,3;1,3;
1994-01-23;3,8;22,5;86;1,2;
1994-01-24;1,2;24,9;68;2,4;
1994-01-25;3,7;24,2;74,8;2,4;
1994-01-26;3,3;25,3;70,3;1,4;
1994-01-27;3,7;23,7;82,8;2,7;
1994-01-28;2,2;26,3;63;1,6;
1994-01-29;5,8;24,8;63,8;2,1;
1994-01-30;6,7;24,8;59,3;1,6;
1994-01-31;6,5;25,3;56,5;2;
1994-02-01;5,2;25,2;57;2,5;
1994-02-02;8,2;25,6;54;2,5;
1994-02-03;5,1;25,5;52,5;2,4;
1994-02-04;7,8;25,5;60;1,7;
1994-02-05;7,7;26,1;61,3;1,9;
1994-02-06;6,4;25,9;55,8;1,5;
1994-02-07;7,9;25,7;53,5;2,4;
1994-02-08;7,7;25,2;61;1,9;
1994-02-09;6,5;25,4;61,8;1,5;
1994-02-10;6,2;26;58,3;1,6;
1994-02-11;6,4;26,5;52;2,1;
1994-02-12;8,4;26,4;57,5;2,9;
1994-02-13;7,2;26,6;58;1,4;
1994-02-14;5,2;25;67;1,8;
1994-02-15;5,2;25,6;62,3;1,7;
1994-02-16;6;26,4;58,3;1,5;
1994-02-17;6,4;27,3;52,8;1,6;
1994-02-18;7,2;27,2;48,3;1,6;
1994-02-19;8,9;26;50;2,3;
1994-02-20;8,4;26,3;47;2,2;
1994-02-21;8,3;25,8;49,8;2,4;
1994-02-22;7,4;23,9;60,3;1,9;
1994-02-23;6,5;23,9;58;1,6;
1994-02-24;6,8;24,1;63,8;1,5;
1994-02-25;5,2;24,7;66;,7;
1994-02-26;5,5;25,1;64,8;1,9;
1994-02-27;4,1;25,4;60,8;,5;
1994-02-28;4,8;24,6;65,5;1;
1994-03-01;4;24,5;75;,4;
1994-03-02;3,4;22;94,5;1,3;
1994-03-03;1,8;20,3;88;,1;
1994-03-04;1,7;20;77,3;,8;
1994-03-05;3,2;19;86,8;,6;
1994-03-06;1,5;17,1;96;1;
1994-03-07;,8;18,9;88,3;1,2;
1994-03-08;1,6;21,6;77,8;1,4;
1994-03-09;3,5;21,4;78;1,6;
1994-03-10;3,9;23,5;71;,9;
1994-03-11;4,7;23,5;69;1,1;
1994-03-12;4,5;22,6;77;,5;
1994-03-13;3,1;22,3;76,8;,3;
1994-03-14;4,5;22,8;77,8;,9;
1994-03-15;2,3;23,8;69,8;1,5;
1994-03-16;5,3;23,9;65;,4;
1994-03-17;3,9;23,2;74,5;,8;
1994-03-18;3,4;24,7;69,5;,3;
1994-03-19;4,4;22,3;92,3;,6;
1994-03-20;1,4;20,3;94,8;,2;
1994-03-21;,5;22,2;85;1,9;
1994-03-22;2;22,4;83,8;1,2;
1994-03-23;2,1;23,9;72,5;,6;
1994-03-24;3,6;22,2;81,3;1,2;
1994-03-25;2,9;23,3;63,8;1,5;
1994-03-26;4,6;24,4;61,8;,3;
1994-03-27;4,9;22,3;85,5;2;
1994-03-28;2,8;21,4;70;1,6;
1994-03-29;3,9;22,3;70,5;,6;
1994-03-30;4;23,9;71,8;,8;
1994-03-31;4;24,4;64,5;1;
1994-04-01;3,4;21,9;86,3;,8;
1994-04-02;2,3;22,4;71;,5;
1994-04-03;4,2;21,2;63;,3;
1994-04-04;4,8;21,5;64,5;,7;
1994-04-05;5,9;22,2;60,8;1;
1994-04-06;5,1;22,7;57,3;,4;
1994-04-07;5;21,9;83;1,9;
1994-04-08;2,8;21,7;65;1,2;
1994-04-09;4,8;19,9;68;2,1;
1994-04-10;5,4;21,2;74;,3;
1994-04-11;4,6;22;74,3;,9;
1994-04-12;3,2;22,8;51,8;,2;
1994-04-13;6,2;22,4;64,8;2,6;
1994-04-14;5,5;22,2;65,8;1;
1994-04-15;5,4;20,6;77;1,2;
1994-04-16;2,9;20,8;70,5;1;
1994-04-17;4,3;21,5;70,3;1,3;
1994-04-18;3,2;22,5;81,3;,6;
1994-04-19;2,5;21,8;88,5;,1;
1994-04-20;1,6;22,7;72;,3;
1994-04-21;4,1;23,3;64,8;1,6;
1994-04-22;4,7;23;64,8;,3;
1994-04-23;5,6;22,7;61,8;2,2;
1994-04-24;5,1;21,6;77,8;1,8;
1994-04-25;3,5;21,7;73,3;1,2;
1994-04-26;4,5;22,3;68,3;1,7;
1994-04-27;4,6;22,7;67,5;,4;
