Nome: CAMPOS DOS GOYTACAZES - SAO TOME
Codigo Estacao: A620
Latitude: -22.04166666
Longitude: -41.05166666
Altitude: 7
Situacao: Operante
Data Inicial: 2012-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2018-06-21;,2;27,6;22,075;18;78,375;
2018-06-22;0;29,8;23,275;19,2;76,5;
2018-06-23;0;26,5;23,0875;20,1;83,375;
2018-06-24;,2;28,2;23,875;20,4;79,291667;
2018-06-25;0;28,1;24,045833;20,4;78,833333;
2018-06-26;0;28;24,441667;22,6;75,5;
2018-06-27;0;29,6;23,5875;21,8;80,791667;
2018-06-28;,2;26,6;22,75;19,5;83,625;
2018-06-29;0;25,8;22,1625;20,8;79,708333;
2018-06-30;3,8;24,5;22,325;19,3;83,083333;
2018-07-01;0;27;23,429167;21,8;78,083333;
2018-07-02;,2;26,8;22,945833;19,5;82,083333;
2018-07-03;0;31,5;24,629167;21,3;77,375;
2018-07-04;0;24,8;22,891667;22,2;81,541667;
2018-07-05;1,8;28;22,845833;19,5;80,708333;
2018-07-06;,2;30,2;23,833333;20,4;78,666667;
2018-07-07;,2;26,6;22,891667;19,1;79,25;
2018-07-08;0;31,6;23,970833;19,7;68,833333;
2018-07-09;,2;32,8;23,291667;18;73,875;
2018-07-10;,2;24,7;21,370833;19,4;86,75;
2018-07-11;18,8;19,9;17,241667;16,1;84,875;
2018-07-12;9;21,9;18,458333;14,9;76,416667;
2018-07-13;,2;24,5;19,854167;16,3;79,375;
2018-07-14;,2;26,8;20,9875;16,9;84,333333;
2018-07-15;,2;27,4;22,6375;17,1;79,458333;
2018-07-16;0;27,4;23,304167;19,3;77,958333;
2018-07-17;0;27,2;23,679167;21,1;80,291667;
2018-07-18;0;26,7;23,8;21,9;78,041667;
2018-07-19;0;26,7;23,4;19,4;73,833333;
2018-07-20;0;26,1;23,508333;21,7;73,083333;
2018-07-21;0;26,2;23,529167;21,8;73,291667;
2018-07-22;0;24,6;22,629167;20,7;83;
2018-07-23;3;26,2;22,470833;19,9;84,5;
2018-07-24;0;26,7;22,416667;18,2;76,916667;
2018-07-25;0;25,7;22,266667;19;79,541667;
2018-07-26;0;25,4;22,145833;18,3;76,416667;
2018-07-27;0;26,4;22,333333;17,9;72,333333;
2018-07-28;0;26,2;22,1375;17,2;75,791667;
2018-07-29;0;26,5;23,666667;20,9;72,041667;
2018-07-30;0;27,2;23,9375;21,8;71,5;
2018-07-31;0;26,2;22,425;19,7;81,333333;
2018-08-01;1;23,6;21,9;20,2;75,833333;
2018-08-02;15,8;22,1;20,1375;18,3;82,916667;
2018-08-03;20;24,5;21,8625;17,2;77,208333;
2018-08-04;58,4;24,2;21,904167;19,1;87,75;
2018-08-05;0;23,9;22,220833;21,2;82,375;
2018-08-06;0;23,4;21,829167;20,8;81,666667;
2018-08-07;4,4;20,9;20,05;18,6;84,875;
2018-08-08;3,2;24,3;21,341667;18,8;82,166667;
2018-08-09;0;25,4;22,804167;20;81,75;
2018-08-10;0;23,6;22,545833;21,4;81,5;
2018-08-11;0;23,6;21,575;20,7;73,375;
2018-08-12;0;23,9;21,245833;19,5;65,708333;
2018-08-13;0;23,3;20,854167;17,1;71,708333;
2018-08-14;0;23,8;21,041667;17,7;72,916667;
2018-08-15;0;25,4;21,4125;17;73,916667;
2018-08-16;0;23,5;21,2;18,8;79,625;
2018-08-17;4;22,3;20,629167;19;82,75;
2018-08-18;4,2;24;21,2;18,9;74,416667;
2018-08-19;,2;25,3;21,0625;17,1;74,583333;
2018-08-20;0;26,3;22,179167;18,1;77,416667;
2018-08-21;0;26;22,808333;20,6;73,458333;
2018-08-22;0;26,4;23,441667;21,5;78,958333;
2018-08-23;0;26,6;23,820833;22,5;78,166667;
2018-08-24;0;26,7;24,175;22,8;75,75;
2018-08-25;0;28,4;24,666667;22,9;72,041667;
2018-08-26;0;25,4;22,495833;20,6;80,458333;
2018-08-27;,6;22,6;20,970833;18,8;73,625;
2018-08-28;0;23,8;21,8125;19,7;64,375;
2018-08-29;,2;24,7;22,220833;19,8;69,166667;
2018-08-30;0;26;22,641667;19,3;76,125;
2018-08-31;0;27,2;23,695833;21,5;72,041667;
2018-09-01;0;26,9;23,970833;22,3;72,125;
2018-09-02;0;26;23,8875;22,4;74,666667;
2018-09-03;0;27,2;24,220833;22,5;70,916667;
2018-09-04;0;23,9;22,716667;22;76,458333;
2018-09-05;0;23,4;21,345833;20,2;68,208333;
2018-09-06;0;23,7;21,208333;18,9;65,875;
2018-09-07;0;24,3;20,95;17;61,583333;
2018-09-08;0;25,4;21,441667;17,2;59,375;
2018-09-09;0;25,4;22,3;19,8;59,208333;
2018-09-10;null;24,7;null;20,6;66,684211;
2018-09-11;0;24;21,813043;20,8;64,73913;
2018-09-12;null;23,8;null;null;62;
2018-09-13;0;23,6;21,845833;20,6;59,791667;
2018-09-14;null;null;null;null;64,8;
2018-09-15;null;27,7;null;20,7;73;
2018-09-16;null;24,4;null;19;77,85;
2018-09-17;,2;23,9;21,682609;20;78,782609;
2018-09-18;7,6;28,4;23,878261;20,9;82,086957;
2018-09-19;,4;31,8;25,745833;23,3;77,333333;
2018-09-20;0;27,7;24,25;22,7;83,363636;
2018-09-21;null;null;null;null;81,428571;
2018-09-22;null;25,7;null;22,1;80,05;
2018-09-23;0;27,9;23,841667;22;65,25;
2018-09-24;0;29,4;24,7875;22,5;76,75;
2018-09-25;0;28,7;24,725;21,7;77,791667;
2018-09-26;0;27,3;24,608333;23,2;75,833333;
2018-09-27;0;28,6;25,05;22,8;72,208333;
2018-09-28;0;26,2;23,4375;22;83,791667;
2018-09-29;,8;26;23,3;21,6;85,958333;
2018-09-30;0;26,9;24,2;22;80,333333;
2018-10-01;0;28,2;25,3;23,6;76,5;
2018-10-02;0;28,7;25,4375;23,7;72,541667;
2018-10-03;0;28,1;24,8875;23,1;76,333333;
2018-10-04;0;26,1;23,804167;22;83,5;
2018-10-05;0;25,1;22,6125;22,3;84,791667;
2018-10-06;1,8;23,5;21,3;19,9;74,458333;
2018-10-07;,4;23,7;21,2125;18,6;81,208333;
2018-10-08;,6;27,4;24,020833;20,9;79,333333;
2018-10-09;0;28,4;25,025;23,1;74,458333;
2018-10-10;0;28,8;25,35;23,5;72,166667;
2018-10-11;19,4;24,2;23,116667;22,6;87,583333;
2018-10-12;0;27,5;24,0125;22;84,625;
2018-10-13;0;29;25,425;23,2;73,791667;
2018-10-14;0;26,1;23,6875;22,9;81,541667;
2018-10-15;0;24;21,695833;21,7;83,958333;
2018-10-16;23;24,4;22,170833;19,3;82;
2018-10-17;4,4;24,9;22,883333;21,5;87,458333;
2018-10-18;1,4;26,5;24,408333;22,8;81,291667;
2018-10-19;0;25,5;23,741667;23,3;84,75;
2018-10-20;0;24;22,0875;20,9;73,125;
2018-10-21;0;24,1;21,6625;20,1;62,833333;
2018-10-22;0;26,1;22,05;18,3;64,916667;
2018-10-23;0;27,3;23,875;20,2;68,916667;
2018-10-24;0;28,5;24,491667;21,8;76,208333;
2018-10-25;1,4;24,8;22,433333;23,2;86,958333;
2018-10-26;64;24,7;22,233333;19,5;88,666667;
2018-10-27;2,2;27,9;24,616667;21,7;83,916667;
2018-10-28;3,8;25,6;22,520833;21,7;76,708333;
2018-10-29;0;23,7;21,7125;20,2;71,166667;
2018-10-30;0;26,6;22,825;20,1;74,916667;
2018-10-31;0;27,6;24,204167;21,5;77,666667;
2018-11-01;0;29,5;25,629167;23,7;78,75;
2018-11-02;,2;26;24,095833;22,5;80,083333;
2018-11-03;0;28,4;25,3125;22,9;76,416667;
2018-11-04;8;30,2;24,804167;23,1;78,958333;
2018-11-05;,8;24,2;22,879167;22,1;77,291667;
2018-11-06;,6;25,1;22,425;20,5;80,125;
2018-11-07;12,2;27,5;24,175;21,1;82,916667;
2018-11-08;15,4;24,6;22,858333;20,5;84,625;
2018-11-09;52,4;23,3;21,891667;20,2;86,583333;
2018-11-10;30;27,2;23,079167;21,1;79;
2018-11-11;0;28;24,470833;22,4;74,125;
2018-11-12;0;28,8;25,291667;23,3;75,333333;
2018-11-13;0;28,7;25,541667;23,5;75,75;
2018-11-14;0;29,1;26,083333;24,3;76,208333;
2018-11-15;0;29,8;26,466667;24,5;74,208333;
2018-11-16;0;26,9;23,9625;21,8;83,958333;
2018-11-17;3,2;25,1;22,691667;21;85,541667;
2018-11-18;0;28,6;25,670833;22,1;78,833333;
2018-11-19;0;29,6;25,166667;24,5;77,75;
2018-11-20;40,8;22,4;19,9;18,2;90,208333;
2018-11-21;4,2;24;21,625;19,1;84,125;
2018-11-22;0;27,3;23,995833;21,7;80,708333;
2018-11-23;,2;28,9;25,6625;23,6;77,833333;
2018-11-24;0;28,7;25,779167;24,1;76,916667;
2018-11-25;0;27,9;25,7375;24,4;76,541667;
2018-11-26;0;27,2;23,895833;19,3;83,666667;
2018-11-27;1,4;25,3;22,895833;21,4;84,208333;
2018-11-28;,2;27;23,870833;21,9;80,958333;
2018-11-29;0;29,6;25,429167;21,5;74,541667;
2018-11-30;0;30,8;26,766667;24,2;73,416667;
2018-12-01;0;28,5;26,1125;24,2;75,958333;
2018-12-02;0;26,7;24,3;23,3;83,208333;
2018-12-03;0;25,7;23,6125;22,7;83,541667;
2018-12-04;,2;27,5;24;21,1;78,791667;
2018-12-05;0;29,8;26,1875;23,5;76,25;
2018-12-06;0;27,3;24,895833;23,1;80,791667;
2018-12-07;0;27,2;23,975;22,9;79,333333;
2018-12-08;7,8;23,5;21,7125;20,2;76,583333;
2018-12-09;,6;25,8;21,908333;16,9;69,25;
2018-12-10;0;28,6;24,975;20,7;64,916667;
2018-12-11;0;29,5;25,983333;23,5;74,416667;
2018-12-12;0;30,1;26,533333;24,3;76,416667;
2018-12-13;0;31,3;26,929167;24,3;76;
2018-12-14;0;33,6;27,458333;23;76,25;
2018-12-15;0;30,4;26,8875;25;75,25;
2018-12-16;0;30,1;26,691667;24,7;72,5;
2018-12-17;0;30,4;26,6;24,6;72,333333;
2018-12-18;0;30,1;26,725;24,5;72,166667;
2018-12-19;0;28,9;26,141667;24;76,166667;
2018-12-20;0;31,6;27,095833;24,3;76,458333;
2018-12-21;0;30,3;26,854167;24,9;75,333333;
2018-12-22;0;30,2;26,6;24,2;75,75;
2018-12-23;0;29,2;26,2125;24;77,041667;
2018-12-24;0;28,7;25,704167;22,7;81,041667;
2018-12-25;9;26,9;24,658333;22,8;82,875;
2018-12-26;,2;25,9;23,766667;22,2;80,333333;
2018-12-27;4,6;26,7;23,729167;21,7;80,125;
2018-12-28;1,2;29,9;24,7625;23,4;84,625;
2018-12-29;5,2;28,5;25,116667;22,5;81,5;
2018-12-30;0;30,3;26,379167;23,3;77,833333;
2018-12-31;0;32,3;27,004167;23,5;75,083333;
2019-01-01;0;31,5;27,233333;24,5;72,958333;
2019-01-02;0;31,2;27,0125;24,2;74,125;
2019-01-03;0;31;26,670833;24,1;74,333333;
2019-01-04;9,8;34,6;27,379167;23,6;72,875;
2019-01-05;0;32,1;26,6875;22,8;72,708333;
2019-01-06;0;30,1;26,133333;22,6;75,166667;
2019-01-07;0;30,6;26,579167;24,4;73,166667;
2019-01-08;0;30,6;26,5875;24,4;71,666667;
2019-01-09;0;30,1;26,295833;23,6;74,875;
2019-01-10;0;30,7;26,629167;23,7;74,166667;
2019-01-11;0;30,5;27,033333;24,7;75,25;
2019-01-12;0;30,5;26,791667;24,3;76,916667;
2019-01-13;0;30,7;26,4375;22,2;75,791667;
2019-01-14;0;31,3;27,358333;25;72,75;
2019-01-15;0;31,1;27,2;24,9;73,125;
2019-01-16;0;31,8;27,341667;24,8;74,041667;
2019-01-17;0;32;27,420833;24,4;74,333333;
2019-01-18;0;30,9;27,141667;24,7;73,041667;
2019-01-19;0;31,2;27,054167;24,3;73,208333;
2019-01-20;0;31,9;27,266667;24,9;68,958333;
2019-01-21;0;30,9;27,133333;24,8;69,916667;
2019-01-22;0;31;27,0875;24,8;70,875;
2019-01-23;0;31,6;27,233333;24,4;71,25;
2019-01-24;0;30,8;27,2625;24,8;72,375;
2019-01-25;0;30,9;26,933333;24,8;73,541667;
2019-01-26;0;31,5;25,75;20,5;77;
2019-01-27;0;31,6;27,533333;24,2;75,75;
2019-01-28;0;32,3;27,908333;25,3;75,5;
2019-01-29;0;32,4;27,954167;24,8;75,5;
2019-01-30;0;32,4;28,0625;25,4;69,75;
2019-01-31;0;31,4;27,4875;24,9;71,791667;
2019-02-01;0;31,5;27,3875;25,2;71,666667;
2019-02-02;0;31,6;27,454167;25,1;70,958333;
2019-02-03;0;30,8;27,129167;24,8;71,625;
2019-02-04;0;28,7;25,345833;23,6;81,458333;
2019-02-05;0;27,8;24,845833;23;81,666667;
2019-02-06;,6;27,1;24,5875;23;80,458333;
2019-02-07;1,2;29,3;24,641667;23,4;85,625;
2019-02-08;,4;28,7;25,354167;22,8;80,208333;
2019-02-09;0;29,6;25,966667;22,4;80,208333;
2019-02-10;0;32;28;24,9;72,375;
2019-02-11;0;31,9;28,179167;25,9;69,416667;
2019-02-12;0;33,2;28,05;25,5;68,791667;
2019-02-13;0;27,1;24,133333;22,7;82,958333;
2019-02-14;41,4;27,4;24,2625;22,1;79,666667;
2019-02-15;0;27,9;24,620833;21,7;77,916667;
2019-02-16;0;31,3;26,2875;24,5;77,791667;
2019-02-17;,6;32,3;26,858333;24;77,708333;
2019-02-18;,8;35,8;27,166667;24,8;78;
2019-02-19;43;32,8;26,825;23,4;78,875;
2019-02-20;0;35,1;28,229167;24,8;76,333333;
2019-02-21;,2;30;27,020833;24,4;81,708333;
2019-02-22;0;32,9;28,016667;24,5;76,333333;
2019-02-23;0;33,5;28,958333;25,9;77,833333;
2019-02-24;0;33,9;29,2625;26,7;75,166667;
2019-02-25;0;34,7;29,316667;25,9;75,291667;
2019-02-26;0;29,5;27,008333;24;80,875;
2019-02-27;0;34,2;27,829167;23,5;70,375;
2019-02-28;0;35,3;28,6375;26,4;75,583333;
2019-03-01;3;33,6;28,1;24,2;74,416667;
2019-03-02;0;33;28,091667;24,3;74,208333;
2019-03-03;0;32,8;28,158333;23,9;73,208333;
2019-03-04;0;32,2;27,895833;24,1;75,708333;
2019-03-05;2;30,4;27,25;24,3;81,416667;
2019-03-06;1,4;31,5;27,691667;24,2;78,791667;
2019-03-07;0;32,1;28,179167;25;76,916667;
2019-03-08;0;32,5;28,104167;25,2;77,416667;
2019-03-09;0;32,6;28,220833;25,1;78,916667;
2019-03-10;0;33,8;28,229167;25,9;76,625;
2019-03-11;0;30,4;26,9375;24,3;81,458333;
2019-03-12;1,4;32,4;27,120833;24,6;80,541667;
2019-03-13;0;33,6;28,825;26,2;72,625;
2019-03-14;0;34,6;28,158333;25,7;76;
2019-03-15;16,4;29,6;26,741667;24;83,666667;
2019-03-16;9,2;29,4;27,020833;24,6;83,208333;
2019-03-17;0;30,5;27,179167;24,6;82;
2019-03-18;0;31,5;27,945833;25,1;78,916667;
2019-03-19;0;33,8;28,220833;25;74,416667;
2019-03-20;0;30,1;27,65;25,7;77,291667;
2019-03-21;0;28,9;26,3875;23,9;76,5;
2019-03-22;18,6;27,3;25,875;22,7;68,083333;
2019-03-23;10,8;27,9;24,891667;21,5;75,875;
2019-03-24;,2;29,2;26,320833;22,2;69,416667;
2019-03-25;0;29,1;26,175;22,1;72,5;
2019-03-26;0;29,2;26,529167;22,6;70,916667;
2019-03-27;0;29,1;26,966667;23,6;67,333333;
2019-03-28;4,8;29;27,004167;24,5;66,083333;
2019-03-29;1,6;29,1;25,970833;23,6;67;
2019-03-30;13,4;27,5;24,041667;21,2;73,5;
2019-03-31;1;27,9;24,85;20,7;69,458333;
2019-04-01;0;27,9;25,0875;21,5;69,958333;
2019-04-02;0;27,8;24,5125;20,7;74,291667;
2019-04-03;0;29,9;25,575;21,8;71,666667;
2019-04-04;0;30,5;26,604167;22,6;74,791667;
2019-04-05;0;31,6;28,004167;26;75;
2019-04-06;0;32,7;28,404167;26,3;74,333333;
2019-04-07;0;31,6;28,058333;25,7;75,333333;
2019-04-08;0;32,3;28,179167;26;72,708333;
2019-04-09;0;27,8;24,995833;23,6;82,166667;
2019-04-10;11,2;26,8;24,925;23,2;83,541667;
2019-04-11;6,8;27,5;24,658333;21,8;80,916667;
2019-04-12;,2;28,2;25,125;22,2;78,916667;
2019-04-13;0;29,5;26,7875;25,3;70,333333;
2019-04-14;0;29,7;26,883333;24,6;72,125;
2019-04-15;0;27,5;26,345833;25,7;71,333333;
2019-04-16;0;29,2;26,2;21,7;70,625;
2019-04-17;6;32,7;26,420833;23,7;76,166667;
2019-04-18;0;28,5;25,754167;23,5;73,375;
2019-04-19;0;28,1;25,245833;21,1;70,208333;
2019-04-20;0;30,2;25,145833;20,5;77,333333;
2019-04-21;0;32,1;26,233333;22,5;81,791667;
2019-04-22;,2;32,2;27,716667;25,3;78;
2019-04-23;0;30,6;27,645833;25,9;74,791667;
2019-04-24;1,2;30,6;26,9625;23,3;74,791667;
2019-04-25;0;29,9;26,791667;24,5;71,25;
2019-04-26;0;29,3;25,395833;21,7;77,5;
2019-04-27;6;29,9;26,829167;24;74,625;
2019-04-28;0;35,5;28,145833;23,5;70,333333;
2019-04-29;1;27,7;25,679167;22,4;73,375;
2019-04-30;0;28,2;25,683333;21,9;68,208333;
2019-05-01;0;28,8;25,745833;21,7;68,333333;
2019-05-02;0;30,1;26,566667;24,5;72,958333;
2019-05-03;0;29,8;26,904167;25,1;79,041667;
2019-05-04;0;29,8;26,933333;25,7;75,625;
2019-05-05;0;29,2;26,2125;22,7;72,5;
2019-05-06;0;29,8;25,504167;20,6;73,75;
2019-05-07;0;28,7;25,566667;22,1;80,791667;
2019-05-08;5,6;26,8;25,091667;23,8;65,708333;
2019-05-09;,6;25,8;23,716667;20,4;69,125;
2019-05-10;0;26,2;23,3875;19,8;73,375;
2019-05-11;1,4;28,7;25,5125;22,1;68,291667;
2019-05-12;0;30,3;26,095833;21,8;72;
2019-05-13;0;27,5;24,966667;22,2;82,708333;
2019-05-14;0;27,8;25,8625;23,5;78,791667;
2019-05-15;,8;25,9;24,445833;24,1;77,333333;
2019-05-16;39,4;26,3;23,858333;20,9;77,041667;
2019-05-17;19,8;25,6;23,758333;20,7;78;
2019-05-18;11,2;25,3;23,8625;21,1;77,291667;
2019-05-19;39,8;26,9;24,204167;20,7;76,875;
2019-05-20;,8;26,3;23,745833;20,9;82,333333;
2019-05-21;,2;26,4;23,679167;19,8;82,625;
2019-05-22;,2;30,3;24,420833;20,9;82,041667;
2019-05-23;,2;29,2;24,266667;20,1;83,666667;
2019-05-24;0;30,4;26,170833;23,2;78,958333;
2019-05-25;0;27;24,858333;23,6;75,583333;
2019-05-26;0;25,6;23,004167;18,5;68,791667;
2019-05-27;0;27,3;22,9375;18,8;79,083333;
2019-05-28;0;28,2;25,075;21,6;77,75;
2019-05-29;,2;28,1;24,504167;21,6;77,791667;
2019-05-30;0;28,7;24,3375;20,4;79,708333;
2019-05-31;0;32,6;26,216667;22,1;72,958333;
2019-06-01;0;27,2;24,8625;21,6;81,208333;
2019-06-02;0;31,2;24,983333;21,8;77,875;
2019-06-03;0;29,9;24,533333;20,6;75,458333;
2019-06-04;3,2;24,4;21,445833;19;74,958333;
2019-06-05;1,8;25;21,620833;18;67,291667;
2019-06-06;4,6;24,5;20,845833;17,6;73,125;
2019-06-07;3,2;23,5;20,441667;17,1;79,375;
2019-06-08;,2;26,2;21,283333;17,4;78,583333;
2019-06-09;,2;24,7;21,429167;17,7;80,791667;
2019-06-10;0;26,5;22,966667;19;76,166667;
2019-06-11;0;26,9;23,558333;20,1;75,25;
2019-06-12;3,8;27,1;23,695833;21,3;81,458333;
2019-06-13;,2;27,9;24,470833;20,6;79,041667;
2019-06-14;0;28,4;24,933333;22,3;76,916667;
2019-06-15;0;27,8;24,8;22,9;76,166667;
2019-06-16;0;27,6;24,25;20,7;72,375;
2019-06-17;0;26;23,883333;21,3;69,916667;
2019-06-18;0;26,5;22,3;18,4;73,583333;
2019-06-19;,2;26,7;23,0125;18,6;75,333333;
2019-06-20;0;30,7;24,65;20,7;72,541667;
2019-06-21;,8;25,7;23,891667;22,1;69,916667;
2019-06-22;,2;25,9;23,529167;22,3;61,708333;
2019-06-23;2,2;24,7;22,383333;20;79,083333;
2019-06-24;,6;28,5;23,204167;20,2;78,833333;
2019-06-25;0;29,1;24,366667;21,3;77,708333;
2019-06-26;0;29,2;24,891667;21,5;73,541667;
2019-06-27;0;29,6;24,675;22,7;77,708333;
2019-06-28;0;28,2;24,5375;21,7;76,541667;
2019-06-29;0;27,4;24,2875;21,4;73,75;
2019-06-30;0;27,7;24,429167;20,8;75,541667;
2019-07-01;0;32,6;25,216667;22;74,708333;
2019-07-02;,2;26;23,5375;19,3;80,708333;
2019-07-03;0;32,4;25,1375;21,2;71,083333;
2019-07-04;0;26;23,375;20,3;78,25;
2019-07-05;,2;27,7;23,354167;21,7;79,75;
2019-07-06;1,4;21,6;20,4;19,1;68,166667;
2019-07-07;0;21,7;19,695833;15,3;58,625;
2019-07-08;1,4;21,6;19,095833;15,6;69,125;
2019-07-09;0;24,2;20,6625;16,5;59,166667;
2019-07-10;0;24,5;19,904167;14,8;66,666667;
2019-07-11;0;28,3;20,4125;14,9;67,541667;
2019-07-12;,2;27,3;20,341667;15,4;78,458333;
2019-07-13;0;27,7;21,295833;15,7;74,458333;
2019-07-14;,4;31,8;22,066667;16,4;73,75;
2019-07-15;0;25,4;21,333333;17,4;84,291667;
2019-07-16;,2;24,8;21,154167;18;82,125;
2019-07-17;,2;22,9;20,454167;19,5;67,375;
2019-07-18;1,8;23;20,8375;18,3;59,625;
2019-07-19;2,8;23,9;20,491667;16,6;65,666667;
2019-07-20;1,2;22,8;19,8;17,2;80,333333;
2019-07-21;3,6;24,3;20,545833;17,7;79,791667;
2019-07-22;1,2;24,9;21,666667;18,4;77,75;
2019-07-23;,2;25,8;22,533333;20,1;76,916667;
2019-07-24;0;26;22,704167;19,8;77,708333;
2019-07-25;0;26,2;22,941667;18,7;78,583333;
2019-07-26;0;26,7;22,979167;20,2;73,541667;
2019-07-27;0;25,7;22,191667;18,6;75,583333;
2019-07-28;0;24,3;20,945833;17,2;79,458333;
2019-07-29;,2;23;19,804167;17,9;86,291667;
2019-07-30;11;25;21,1875;17,6;75,875;
2019-07-31;0;25,7;21,795833;17,4;77,708333;
2019-08-01;,2;25,1;21,425;17,4;81,25;
2019-08-02;0;27,1;23,458333;19,5;74,708333;
2019-08-03;0;24,3;22,116667;21,7;80,916667;
2019-08-04;7,8;21;19,808333;18,9;77,708333;
2019-08-05;2,2;22;20,345833;17,5;69,708333;
2019-08-06;0;24,3;21,554167;17,7;71,041667;
2019-08-07;,4;24,8;21,904167;20,1;75,958333;
2019-08-08;0;25,9;22,491667;19;74,75;
2019-08-09;0;25,5;22,458333;19,7;77,583333;
2019-08-10;0;27,1;23,729167;21,8;74,25;
2019-08-11;0;27,8;23,741667;21,8;77,458333;
2019-08-12;,2;26,3;23,033333;20,6;79,833333;
2019-08-13;0;27,9;23,770833;20;71,125;
2019-08-14;,2;23,1;20,85;20,1;78,083333;
2019-08-15;1,4;22,9;20,458333;17,8;59,541667;
2019-08-16;0;23,5;20,795833;19;53,041667;
2019-08-17;0;24,7;20,279167;15;64,625;
2019-08-18;0;28,6;22,5875;16,9;66,041667;
2019-08-19;0;24,7;21,779167;18,2;82,458333;
2019-08-20;0;23,9;22,016667;21,1;86,5;
2019-08-21;37,2;21,9;20,566667;19;78,375;
2019-08-22;0;23;20,454167;17,5;71,791667;
2019-08-23;0;22,5;20,458333;18,1;63,833333;
2019-08-24;1,6;23,1;20,229167;18,5;77,416667;
2019-08-25;3,2;23,1;20,133333;16,9;79,125;
2019-08-26;0;23,5;21,133333;19;68,75;
2019-08-27;0;24,5;21,716667;19,7;60,125;
2019-08-28;0;24,2;21,295833;19,5;63,375;
2019-08-29;0;23,6;21,325;19;71,625;
2019-08-30;0;25,9;22,591667;20,5;69,791667;
2019-08-31;0;26,6;23,5375;21,3;69,958333;
2019-09-01;0;26;23,533333;20,8;76,666667;
2019-09-02;,2;27,4;23,758333;21,7;77,208333;
2019-09-03;0;28,9;24,1;22;78,833333;
2019-09-04;0;27,7;23,470833;21,7;80,916667;
2019-09-05;0;23,1;21,416667;21,8;85,375;
2019-09-06;5,2;22,8;20,6125;18,6;71,875;
2019-09-07;0;24,3;21,875;19,6;65,208333;
2019-09-08;,2;25,4;22,720833;20,6;71,291667;
2019-09-09;0;25,9;23,316667;21,5;69,916667;
2019-09-10;0;27,2;23,8625;22,2;72,5;
2019-09-11;0;26,8;23,975;22,3;72,291667;
2019-09-12;0;27,6;24,391667;22,4;72,5;
2019-09-13;0;25;23,133333;22;81,958333;
2019-09-14;0;24,1;22,458333;21,8;85,375;
2019-09-15;1,2;27,9;23,045833;21;84,958333;
2019-09-16;0;27,3;23,8;21,9;79,416667;
2019-09-17;0;27,6;24,395833;22,6;73,458333;
2019-09-18;0;28,2;24,904167;23;73,75;
2019-09-19;0;28,2;24,829167;22,5;74,375;
2019-09-20;0;27,6;24,891667;23,7;72,458333;
2019-09-21;0;26,2;23,675;22,9;80,791667;
2019-09-22;0;24,9;23,016667;22,4;83,666667;
2019-09-23;0;24,2;21,2625;19,8;66,75;
2019-09-24;1,6;23,2;21,195833;18,1;54,083333;
2019-09-25;,2;22,4;21,479167;20,1;69,166667;
2019-09-26;21,4;22,2;20,391667;19,3;84,916667;
2019-09-27;27,8;24,4;21,4375;19,1;81,041667;
2019-09-28;0;24,7;22,183333;21;76,375;
2019-09-29;1,8;23,6;21,625;20,4;75,583333;
2019-09-30;,8;24;21,695833;20,1;73,416667;
2019-10-01;0;25,3;22,645833;21;61,583333;
2019-10-02;0;26,9;22,995833;19,3;61,5;
2019-10-03;0;26,9;23,704167;21,7;73,208333;
2019-10-04;0;27,5;24,141667;22,4;76,916667;
2019-10-05;0;27,2;24,2625;22,6;76,25;
2019-10-06;0;27,2;24,3125;22,6;75,625;
2019-10-07;0;27,9;24,579167;23;76;
2019-10-08;0;28,7;24,9375;23,1;76,5;
2019-10-09;0;28,2;24,025;23,5;81,333333;
2019-10-10;19,2;27,8;23,4375;20,3;80,875;
2019-10-11;0;27,3;24,3;22,3;73,375;
2019-10-12;0;28;24,65;23,1;74,25;
2019-10-13;0;27,8;24,8875;23,4;75,375;
2019-10-14;0;28,3;25,045833;23,1;69;
2019-10-15;0;27,4;24,629167;23;77,166667;
2019-10-16;10,2;27,5;24,491667;22,3;79,583333;
2019-10-17;0;27,6;24,6125;22,9;72,208333;
2019-10-18;0;28;24,916667;23,1;71,708333;
2019-10-19;0;27,3;24,270833;21,5;81,125;
2019-10-20;0;24,5;22,720833;22,5;76,416667;
2019-10-21;0;23;21,266667;20,7;72,375;
2019-10-22;1;22,9;20,933333;19,4;85,541667;
2019-10-23;4,2;25,8;22,716667;20,4;77,5;
2019-10-24;0;26,2;23,4;20,8;70,958333;
2019-10-25;0;28,6;24,983333;22,6;74,916667;
2019-10-26;0;28;25,154167;23,9;84;
2019-10-27;0;29,1;25,941667;23,9;80,333333;
2019-10-28;0;29,2;26,066667;24,4;75,875;
2019-10-29;0;29,5;26,075;24,4;73,291667;
2019-10-30;0;30;26;23,8;73,125;
2019-10-31;0;28,9;25,445833;23,7;75,5;
2019-11-01;0;26,1;24,816667;24,5;80,458333;
2019-11-02;0;27,3;24,766667;23,6;77,875;
